full_id,osm_id,osm_type,osm_versio,osm_timest,osm_uid,osm_user,osm_change,maxspeed,tiger_na_3,tiger_na_4,tiger_na_5,tiger_na_6,parking_la,name_1,turn_lan_2,oneway,lanes,hgv,destinat_1,tiger_zi_1,tiger_zi_2,tiger_revi,tiger_na_7,tiger_na_8,tiger_coun,tiger_cfcc,surface,name,highway,distance,angle,x,y,SVI_ID
w5671086,5671086,way,11,2021-07-27T21:00:34.000,8406312,BMACS001,108709058,,,,,,,,,no,,,,10027,10027,no,Ave,Claremont,"New York, NY",A41,,Claremont Avenue,residential,0,28.83515167,-73.9648822,40.8084384,71
w5671103,5671103,way,30,2022-03-14T05:58:10.000,384667,MxxCon,118454799,,,,,,,,,yes,3,local,,10025,10025,no,Ave,Columbus,"New York, NY",A41,,Columbus Avenue,primary,0,193.0568078,-73.9610669,40.8017902,72
w5671103,5671103,way,30,2022-03-14T05:58:10.000,384667,MxxCon,118454799,,,,,,,,,yes,3,local,,10025,10025,no,Ave,Columbus,"New York, NY",A41,,Columbus Avenue,primary,100,208.9671562,-73.96146227,40.80118138,73
w5671297,5671297,way,13,2021-02-01T14:52:08.000,38533,LucasLarson,98518894,,,,W,,,,,yes,,,,10027,10027,no,St,121st,"New York, NY",A41,asphalt,West 121st Street,residential,0,298.8854939,-73.9572467,40.8093981,74
w5671297,5671297,way,13,2021-02-01T14:52:08.000,38533,LucasLarson,98518894,,,,W,,,,,yes,,,,10027,10027,no,St,121st,"New York, NY",A41,asphalt,West 121st Street,residential,100,298.4771963,-73.95803595,40.80972407,75
w5671446,5671446,way,12,2022-02-07T03:02:28.000,384667,MxxCon,117100043,,,,W,,,,,yes,,,,10025,10025,no,St,111th,"New York, NY",A41,asphalt,West 111th Street,residential,0,298.883918,-73.9633898,40.8036319,76
w5671446,5671446,way,12,2022-02-07T03:02:28.000,384667,MxxCon,117100043,,,,W,,,,,yes,,,,10025,10025,no,St,111th,"New York, NY",A41,asphalt,West 111th Street,residential,100,298.8952979,-73.96417631,40.8039617,77
w5671446,5671446,way,12,2022-02-07T03:02:28.000,384667,MxxCon,117100043,,,,W,,,,,yes,,,,10025,10025,no,St,111th,"New York, NY",A41,asphalt,West 111th Street,residential,200,298.9850432,-73.96496097,40.80429402,78
w5671446,5671446,way,12,2022-02-07T03:02:28.000,384667,MxxCon,117100043,,,,W,,,,,yes,,,,10025,10025,no,St,111th,"New York, NY",A41,asphalt,West 111th Street,residential,300,298.9710258,-73.96574682,40.80462473,79
w5671447,5671447,way,11,2020-07-25T02:41:15.000,7440868,Gabe DeFreitas,88481621,,St,W,W,115,,West 115 Street,,yes,,,,10025,10025,no,St,115th,"New York, NY",A41,asphalt,West 115th Street,residential,0,298.7264148,-73.9642951,40.8073049,80
w5671452,5671452,way,12,2021-02-02T02:04:09.000,10135657,aapeliv,98540813,,,,W,,,,,yes,,,,10025,10025,no,St,115th,"New York, NY",A41,,West 115th Street,residential,0,118.6600739,-73.9615515,40.8061528,81
w5671452,5671452,way,12,2021-02-02T02:04:09.000,10135657,aapeliv,98540813,,,,W,,,,,yes,,,,10025,10025,no,St,115th,"New York, NY",A41,,West 115th Street,residential,100,118.6646745,-73.96076327,40.80582538,82
w5671452,5671452,way,12,2021-02-02T02:04:09.000,10135657,aapeliv,98540813,,,,W,,,,,yes,,,,10025,10025,no,St,115th,"New York, NY",A41,,West 115th Street,residential,200,118.997024,-73.95997621,40.80549636,83
w5671570,5671570,way,18,2022-06-05T16:24:27.000,384667,MxxCon,121985080,,St,W,W,109,,West 109 Street,,yes,,,,10025,10025,no,St,109th,"New York, NY",A41,asphalt,West 109th Street,residential,0,299.0866923,-73.9586275,40.7999836,84
w5671570,5671570,way,18,2022-06-05T16:24:27.000,384667,MxxCon,121985080,,St,W,W,109,,West 109 Street,,yes,,,,10025,10025,no,St,109th,"New York, NY",A41,asphalt,West 109th Street,residential,100,298.9263723,-73.9594129,40.80031495,85
w5671570,5671570,way,18,2022-06-05T16:24:27.000,384667,MxxCon,121985080,,St,W,W,109,,West 109 Street,,yes,,,,10025,10025,no,St,109th,"New York, NY",A41,asphalt,West 109th Street,residential,200,299.0744093,-73.96019894,40.8006454,86
w5671570,5671570,way,18,2022-06-05T16:24:27.000,384667,MxxCon,121985080,,St,W,W,109,,West 109 Street,,yes,,,,10025,10025,no,St,109th,"New York, NY",A41,asphalt,West 109th Street,residential,300,299.0744093,-73.96098406,40.80097713,87
w5672019,5672019,way,25,2021-10-06T04:11:18.000,2591427,snake21,112148304,25 mph,St,W,,110th,,,,,,local,,,,no,Pky,Cathedral,"New York, NY",A41,asphalt,Cathedral Parkway,secondary,0,300.4686753,-73.9596504,40.8011565,88
w5672019,5672019,way,25,2021-10-06T04:11:18.000,2591427,snake21,112148304,25 mph,St,W,,110th,,,,,,local,,,,no,Pky,Cathedral,"New York, NY",A41,asphalt,Cathedral Parkway,secondary,100,300.528942,-73.96042542,40.80150165,89
w5672063,5672063,way,9,2021-01-31T04:01:09.000,10135657,aapeliv,98435842,,St,W,W,118,,West 118 Street,,yes,,,,10027,10027,no,St,118th,"New York, NY",A41,asphalt,West 118th Street,residential,0,118.875196,-73.960109,40.8081275,90
w5672063,5672063,way,9,2021-01-31T04:01:09.000,10135657,aapeliv,98435842,,St,W,W,118,,West 118 Street,,yes,,,,10027,10027,no,St,118th,"New York, NY",A41,asphalt,West 118th Street,residential,100,118.860074,-73.95932227,40.80779802,91
w5672063,5672063,way,9,2021-01-31T04:01:09.000,10135657,aapeliv,98435842,,St,W,W,118,,West 118 Street,,yes,,,,10027,10027,no,St,118th,"New York, NY",A41,asphalt,West 118th Street,residential,200,118.8642029,-73.95853554,40.80746854,92
w5672065,5672065,way,10,2021-01-15T23:57:23.000,1722488,Mateusz Konieczny,97586941,,St,W,W,118,,West 118 Street,,yes,,,,10026,10026,no,St,118th,"New York, NY",A41,,West 118th Street,residential,0,119.3821273,-73.9572588,40.8069224,93
w5672065,5672065,way,10,2021-01-15T23:57:23.000,1722488,Mateusz Konieczny,97586941,,St,W,W,118,,West 118 Street,,yes,,,,10026,10026,no,St,118th,"New York, NY",A41,,West 118th Street,residential,100,119.1049236,-73.95647423,40.80658996,94
w5672065,5672065,way,10,2021-01-15T23:57:23.000,1722488,Mateusz Konieczny,97586941,,St,W,W,118,,West 118 Street,,yes,,,,10026,10026,no,St,118th,"New York, NY",A41,,West 118th Street,residential,200,118.7426644,-73.95568795,40.80625987,95
w5672065,5672065,way,10,2021-01-15T23:57:23.000,1722488,Mateusz Konieczny,97586941,,St,W,W,118,,West 118 Street,,yes,,,,10026,10026,no,St,118th,"New York, NY",A41,,West 118th Street,residential,300,118.7426644,-73.95490032,40.80593163,96
w5672065,5672065,way,10,2021-01-15T23:57:23.000,1722488,Mateusz Konieczny,97586941,,St,W,W,118,,West 118 Street,,yes,,,,10026,10026,no,St,118th,"New York, NY",A41,,West 118th Street,residential,400,119.1304667,-73.95411381,40.80560185,97
w5672065,5672065,way,10,2021-01-15T23:57:23.000,1722488,Mateusz Konieczny,97586941,,St,W,W,118,,West 118 Street,,yes,,,,10026,10026,no,St,118th,"New York, NY",A41,,West 118th Street,residential,500,119.1304667,-73.95332912,40.80526957,98
w5672571,5672571,way,19,2022-08-19T02:40:33.000,384667,MxxCon,125085921,,St,W,W,122,,,,no,,,,10027,10027,no,St,122nd,"New York, NY",A41,asphalt,West 122nd Street,residential,0,299.8145592,-73.9582686,40.8106334,99
w5672571,5672571,way,19,2022-08-19T02:40:33.000,384667,MxxCon,125085921,,St,W,W,122,,,,no,,,,10027,10027,no,St,122nd,"New York, NY",A41,asphalt,West 122nd Street,residential,100,299.0567347,-73.9590529,40.81096618,100
w5672571,5672571,way,19,2022-08-19T02:40:33.000,384667,MxxCon,125085921,,St,W,W,122,,,,no,,,,10027,10027,no,St,122nd,"New York, NY",A41,asphalt,West 122nd Street,residential,200,299.0567347,-73.95983815,40.81129767,101
w5672571,5672571,way,19,2022-08-19T02:40:33.000,384667,MxxCon,125085921,,St,W,W,122,,,,no,,,,10027,10027,no,St,122nd,"New York, NY",A41,asphalt,West 122nd Street,residential,300,299.0567347,-73.9606234,40.81162915,102
w5672650,5672650,way,19,2021-10-06T04:11:18.000,2591427,snake21,112148304,25 mph,St,W,W,110,,,,yes,2,local,,10026,10026,no,St,110th,"New York, NY",A41,asphalt,West 110th Street,secondary,0,140.3397081,-73.9596504,40.8011565,103
w5672650,5672650,way,19,2021-10-06T04:11:18.000,2591427,snake21,112148304,25 mph,St,W,W,110,,,,yes,2,local,,10026,10026,no,St,110th,"New York, NY",A41,asphalt,West 110th Street,secondary,100,119.1634846,-73.95891409,40.80077988,104
w5672656,5672656,way,21,2022-02-23T19:05:07.000,14830788,emelye,117783589,,St,W,W,114,,West 114 Street,,yes,,,,10027,10025,no,St,114th,"New York, NY",A41,asphalt,West 114th Street,residential,0,118.6027187,-73.966962,40.8075991,105
w5672656,5672656,way,21,2022-02-23T19:05:07.000,14830788,emelye,117783589,,St,W,W,114,,West 114 Street,,yes,,,,10027,10025,no,St,114th,"New York, NY",A41,asphalt,West 114th Street,residential,100,118.5104848,-73.96618013,40.80726308,106
w5672656,5672656,way,21,2022-02-23T19:05:07.000,14830788,emelye,117783589,,St,W,W,114,,West 114 Street,,yes,,,,10027,10025,no,St,114th,"New York, NY",A41,asphalt,West 114th Street,residential,200,118.5104848,-73.96539075,40.80693728,107
w5672656,5672656,way,21,2022-02-23T19:05:07.000,14830788,emelye,117783589,,St,W,W,114,,West 114 Street,,yes,,,,10027,10025,no,St,114th,"New York, NY",A41,asphalt,West 114th Street,residential,300,119.174272,-73.96460365,40.80660835,108
